code,title,campus,semester,year
LING 4012B,Honours Linguistics Thesis B,North Terrace Campus,Semester 2,2019
LING 4012B,Honours Linguistics Thesis B,North Terrace Campus,Semester 1,2019
LING 1101,Foundations of Linguistics,North Terrace Campus,Semester 1,2018
LING 1102,Introduction to Sociolinguistics,North Terrace Campus,Semester 2,2018
LING 2014,Australian Indigenous Languages,North Terrace Campus,Summer,2018
LING 2015,Morphology and Syntax,North Terrace Campus,Semester 2,2018
LING 2037,Language in a Global Society,North Terrace Campus,Semester 1,2018
LING 2038,Cross Cultural Communication,North Terrace Campus,Semester 1,2018
LING 2051,Directed Study II,North Terrace Campus,Semester 1,2018
LING 2051,Directed Study II,North Terrace Campus,Semester 2,2018
LING 2052,Semantics: The Study of Meaning,North Terrace Campus,Semester 2,2018
LING 3013,Australian Indigenous Languages,North Terrace Campus,Summer,2018
LING 3016,Morphology and Syntax,North Terrace Campus,Semester 2,2018
LING 3017,"Revivalistics, Cross-fertilization & Wellbeing",North Terrace Campus,Semester 2,2018
LING 3018,Language in a Global Society,North Terrace Campus,Semester 1,2018
LING 3020,Perspectives on Language Variation & Change,North Terrace Campus,Semester 2,2018
LING 3036,Directed Study III,North Terrace Campus,Semester 2,2018
LING 3036,Directed Study III,North Terrace Campus,Semester 1,2018
LING 3037,Semantics: The Study of Meaning,North Terrace Campus,Semester 2,2018
LING 1101,Foundations of Linguistics,North Terrace Campus,Semester 1,2017
LING 1102,Language and Ethnography of Communication,North Terrace Campus,Semester 2,2017
LING 2039,Reclaiming Languages: a Kaurna Case Study,North Terrace Campus,Summer,2017
LING 2040,Phonology,North Terrace Campus,Semester 1,2017
LING 2049,Languages in C21: Cultural Contact & New Words,North Terrace Campus,Semester 1,2017
LING 2051,Directed Study II,North Terrace Campus,Semester 2,2017
LING 2051,Directed Study II,North Terrace Campus,Semester 1,2017
LING 3015,Reclaiming Languages: a Kaurna Case Study,North Terrace Campus,Summer,2017
LING 3016,Morphology and Syntax,North Terrace Campus,Semester 2,2017
LING 3019,Languages in the C21: Cultural Contact & New Words,North Terrace Campus,Semester 1,2017
LING 3036,Directed Study III,North Terrace Campus,Semester 1,2017
LING 3036,Directed Study III,North Terrace Campus,Semester 2,2017
LING 4008,Honours Field Linguistics,North Terrace Campus,Semester 2,2017
LING 1101,Foundations of Linguistics,North Terrace Campus,Semester 1,2016
LING 1102,Language and Ethnography of Communication,North Terrace Campus,Semester 2,2016
LING 2014,Australian Indigenous Languages,North Terrace Campus,Summer,2016
LING 2038,Cross Cultural Communication,North Terrace Campus,Semester 2,2016
LING 2040,Phonology,North Terrace Campus,Semester 1,2016
LING 2047,Language and Meaning,North Terrace Campus,Semester 2,2016
LING 3013,Australian Indigenous Languages,North Terrace Campus,Summer,2016
LING 3016,Morphology and Syntax,North Terrace Campus,Semester 2,2016
LING 3017,"Revivalistics, Cross-fertilization & Wellbeing",North Terrace Campus,Semester 1,2016
LING 4008,Honours Field Linguistics,North Terrace Campus,Semester 2,2016
LING 4009,Honours Linguistics Research Methods,North Terrace Campus,Semester 1,2016
LING 4010A,Honours Linguistics Thesis FY Continuing,North Terrace Campus,Semester 1,2016
LING 4010B,Honours Linguistics Thesis FY Final,North Terrace Campus,Semester 2,2016
LING 1101,Foundations of Linguistics,North Terrace Campus,Semester 1,2015
LING 1102,Language and Ethnography of Communication,North Terrace Campus,Semester 2,2015
LING 2037,Language in a Global Society,North Terrace Campus,Semester 2,2015
LING 2039,Reclaiming Languages: a Kaurna Case Study,North Terrace Campus,Summer,2015
LING 2040,Phonology,North Terrace Campus,Semester 2,2015
LING 2049,Languages in C21: Cultural Contact & New Words,North Terrace Campus,Semester 1,2015
LING 4008,Honours Field Linguistics,North Terrace Campus,Semester 2,2015
LING 4009,Honours Linguistics Research Methods,North Terrace Campus,Semester 1,2015
LING 4010A,Honours Linguistics Thesis FY Continuing,North Terrace Campus,Semester 1,2015
LING 4010B,Honours Linguistics Thesis FY Final,North Terrace Campus,Semester 2,2015
LING 4012A,Honours Linguistics Thesis Two Year Continuing,North Terrace Campus,Semester 1,2015
LING 4012A,Honours Linguistics Thesis Two Year Continuing,North Terrace Campus,Semester 2,2015
LING 4012B,Honours Linguistics Thesis Two Year Final,North Terrace Campus,Semester 2,2015
LING 4012B,Honours Linguistics Thesis Two Year Final,North Terrace Campus,Semester 1,2015
LING 1101,Foundations of Linguistics,North Terrace Campus,Semester 1,2014
LING 1102,Language and Ethnography of Communication,North Terrace Campus,Semester 2,2014
LING 2014,Australian Indigenous Languages,North Terrace Campus,Winter,2014
LING 2036,Introduction to Discourse Analysis,North Terrace Campus,Semester 2,2014
LING 2046,Morphology and Syntax,North Terrace Campus,Semester 2,2014
LING 2047,Language and Meaning,North Terrace Campus,Semester 1,2014
MDIA 1002,Introduction to Media,North Terrace Campus,Semester 1,2019
MDIA 1004,Exploring TV & Radio,North Terrace Campus,Semester 2,2019
MDIA 1007,Digital Platforms,North Terrace Campus,Semester 1,2019
MDIA 1008,Photographic Imaging I,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 1009,CGI and Visual Effects I,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 1011,Graphic Design I,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 1012,Game Art I,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 1013,Introduction to Virtual Reality Development/Design,North Terrace Campus,Semester 2,2019
MDIA 1014OL,Introduction to Media,Online,Semester 1,2019
MDIA 2210,CGI and Visual Effects II,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 2211,CGI and Visual Effects III,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 2212,Photographic Imaging II,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 2213,Photographic Imaging III,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 2214,Graphic Design II,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 2215,Graphic Design III,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 2218,Game Art III,Adelaide College of ArtsandDes,Semester 2,2019
MDIA 2219,Game Art II,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 2301,Media Policy and Media Law,North Terrace Campus,Semester 1,2019
MDIA 2302,Media Research Methods,North Terrace Campus,Semester 1,2019
MDIA 2306,Approaches to Media,North Terrace Campus,Semester 2,2019
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Winter,2019
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Summer,2019
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Summer,2019
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Winter,2019
MDIA 2333,Reporting: Principles and Practice,North Terrace Campus,Semester 1,2019
MDIA 2334,Writing for News Media,North Terrace Campus,Semester 2,2019
MDIA 2335EX,Japanese Media Industries and Cultures,External,Winter,2019
MDIA 2336,Digital Storytelling,North Terrace Campus,Semester 2,2019
MDIA 2337,Virtual Reality Development/Design II,North Terrace Campus,Semester 1,2019
MDIA 3207,Media Industry Transitions,North Terrace Campus,Semester 2,2019
MDIA 3207,Media Industry Transitions,North Terrace Campus,Semester 1,2019
MDIA 3306,User Experience Design,North Terrace Campus,Semester 2,2019
MDIA 3310,Professional Practice,North Terrace Campus,Semester 2,2019
MDIA 3313,Asian Screen Media,North Terrace Campus,Semester 1,2019
MDIA 3314,Game Art IV,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 3315,CGI and Visual Effects IV,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 3316,Photographic Imaging IV,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 3317,Graphic Design IV,Adelaide College of ArtsandDes,Semester 1,2019
MDIA 3328,News in the Digital Age,North Terrace Campus,Semester 2,2019
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 1,2019
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 2,2019
MDIA 3332,Media Research Project,North Terrace Campus,Semester 2,2019
MDIA 3332,Media Research Project,North Terrace Campus,Semester 1,2019
MDIA 3333,Long-form Journalism,North Terrace Campus,Semester 1,2019
MDIA 3334,Radio Journalism,North Terrace Campus,Semester 2,2019
MDIA 3334,Radio Journalism,North Terrace Campus,Semester 1,2019
MDIA 4002,Honours Media Research Methods,North Terrace Campus,Semester 1,2019
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 1,2019
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 2,2019
MDIA 4100,Honours Advanced Media Theory,North Terrace Campus,Semester 1,2019
MDIA 1002,Introduction to Media,North Terrace Campus,Semester 1,2018
MDIA 1004,Exploring TV & Radio,North Terrace Campus,Semester 2,2018
MDIA 1007,Digital Platforms,North Terrace Campus,Semester 1,2018
MDIA 1008,Photographic Imaging I,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 1009,CGI and Visual Effects I,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 1011,Graphic Design I,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 1012,Game Art I,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 1013,Introduction to Virtual Reality Development/Design,North Terrace Campus,Semester 2,2018
MDIA 2210,CGI and Visual Effects II,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 2211,CGI and Visual Effects III,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 2212,Photographic Imaging II,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 2213,Photographic Imaging III,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 2214,Graphic Design II,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 2215,Graphic Design III,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 2218,Game Art III,Adelaide College of ArtsandDes,Semester 2,2018
MDIA 2219,Game Art II,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 2301,Media Policy and Media Law,North Terrace Campus,Semester 1,2018
MDIA 2302,Media Research Methods,North Terrace Campus,Semester 1,2018
MDIA 2306,Approaches to Media,North Terrace Campus,Semester 2,2018
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Winter,2018
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Summer,2018
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Summer,2018
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Winter,2018
MDIA 2333,Reporting: Principles and Practice,North Terrace Campus,Semester 2,2018
MDIA 2334,Writing for News Media,North Terrace Campus,Semester 1,2018
MDIA 2335EX,Japanese Media Industries and Cultures,External,Winter,2018
MDIA 2336,Digital Storytelling,North Terrace Campus,Semester 2,2018
MDIA 3207,Media Industry Transitions,North Terrace Campus,Semester 1,2018
MDIA 3207,Media Industry Transitions,North Terrace Campus,Semester 2,2018
MDIA 3307,Surveillance and Big Data,North Terrace Campus,Semester 1,2018
MDIA 3310,Professional Practice,North Terrace Campus,Semester 2,2018
MDIA 3314,Game Art IV,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 3315,CGI and Visual Effects IV,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 3316,Photographic Imaging IV,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 3317,Graphic Design IV,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 3318,Digital Production IV,Adelaide College of ArtsandDes,Semester 1,2018
MDIA 3328,News in the Digital Age,North Terrace Campus,Semester 2,2018
MDIA 3329,Transforming Journalism: Adv Reporting Workshop,North Terrace Campus,Semester 2,2018
MDIA 3329,Transforming Journalism: Adv Reporting Workshop,North Terrace Campus,Semester 1,2018
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 1,2018
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 2,2018
MDIA 3331,"Popular Media: Text, Audience, Industry",North Terrace Campus,Semester 2,2018
MDIA 4002,Honours Media Research Methods,North Terrace Campus,Semester 1,2018
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 1,2018
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 2,2018
MDIA 4100,Honours Advanced Media Theory,North Terrace Campus,Semester 1,2018
MDIA 1002,Introduction to Media,North Terrace Campus,Semester 1,2017
MDIA 1004,Exploring TV & Radio,North Terrace Campus,Semester 2,2017
MDIA 1007,Digital Platforms,North Terrace Campus,Semester 1,2017
MDIA 1008,Photographic Imaging I,Tea Tree Gully,Semester 2,2017
MDIA 1009,CGI and Visual Effects I,Tea Tree Gully,Semester 2,2017
MDIA 1011,Graphic Design I,Tea Tree Gully,Semester 2,2017
MDIA 1012,Game Art I,Tea Tree Gully,Semester 2,2017
MDIA 2210,CGI and Visual Effects/Game Art II,Tea Tree Gully,Semester 1,2017
MDIA 2211,CGI and Visual Effects III,Tea Tree Gully,Semester 2,2017
MDIA 2212,Photographic Imaging II,Tea Tree Gully,Semester 1,2017
MDIA 2213,Photographic Imaging III,Tea Tree Gully,Semester 2,2017
MDIA 2214,Graphic Design II,Tea Tree Gully,Semester 1,2017
MDIA 2215,Graphic Design III,Tea Tree Gully,Semester 2,2017
MDIA 2216,Digital Production II,Tea Tree Gully,Semester 1,2017
MDIA 2217,Digital Production III,Tea Tree Gully,Semester 2,2017
MDIA 2218,Game Art III,Tea Tree Gully,Semester 2,2017
MDIA 2301,Media Policy and Media Law,North Terrace Campus,Semester 1,2017
MDIA 2302,Media Research Methods,North Terrace Campus,Semester 1,2017
MDIA 2306,Media Theory,North Terrace Campus,Semester 2,2017
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Summer,2017
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Winter,2017
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Summer,2017
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Winter,2017
MDIA 2333,Reporting: Principles and Practice,North Terrace Campus,Semester 2,2017
MDIA 2334,Writing for News Media,North Terrace Campus,Semester 1,2017
MDIA 2335EX,Japanese Media Industries and Cultures,External,Winter,2017
MDIA 2336,Digital Storytelling,North Terrace Campus,Semester 2,2017
MDIA 3306,User Experience Design,North Terrace Campus,Semester 2,2017
MDIA 3307,Surveillance and Big Data,North Terrace Campus,Semester 1,2017
MDIA 3310,Professional Practice,North Terrace Campus,Semester 2,2017
MDIA 3311,Media Industry Placement,North Terrace Campus,Semester 1,2017
MDIA 3311,Media Industry Placement,North Terrace Campus,Semester 2,2017
MDIA 3313,Asian Screen Media,North Terrace Campus,Semester 1,2017
MDIA 3314,Game Art IV,Tea Tree Gully,Semester 1,2017
MDIA 3315,CGI and Visual Effects IV,Tea Tree Gully,Semester 1,2017
MDIA 3316,Photographic Imaging IV,Tea Tree Gully,Semester 1,2017
MDIA 3317,Graphic Design IV,Tea Tree Gully,Semester 1,2017
MDIA 3318,Digital Production IV,Tea Tree Gully,Semester 1,2017
MDIA 3328,News in the Digital Age,North Terrace Campus,Semester 2,2017
MDIA 3329,Transforming Journalism: Adv Reporting Workshop,North Terrace Campus,Semester 1,2017
MDIA 3329,Transforming Journalism: Adv Reporting Workshop,North Terrace Campus,Semester 2,2017
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 2,2017
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 1,2017
MDIA 4001,Honours Advanced Media Theory,North Terrace Campus,Semester 1,2017
MDIA 4002,Honours Media Research Methods,North Terrace Campus,Semester 1,2017
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 1,2017
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 2,2017
MDIA 4004A,Honours Media Thesis Two Year Continuing,North Terrace Campus,Semester 1,2017
MDIA 4004A,Honours Media Thesis Two Year Continuing,North Terrace Campus,Semester 2,2017
MDIA 4004B,Honours Media Thesis Two Year Final,North Terrace Campus,Semester 1,2017
MDIA 4004B,Honours Media Thesis Two Year Final,North Terrace Campus,Semester 2,2017
MDIA 4100,Honours Advanced Media Theory,North Terrace Campus,Semester 1,2017
MDIA 4200A,Honours Media Thesis Two Year Continuing,North Terrace Campus,Semester 2,2017
MDIA 4200B,Honours Media Thesis Two Year Final,North Terrace Campus,Semester 2,2017
MDIA 1002,Introduction to Media,North Terrace Campus,Semester 1,2016
MDIA 1004,Exploring TV & Radio,North Terrace Campus,Semester 2,2016
MDIA 1006,Story/Technology: Writing Techniques,North Terrace Campus,Semester 2,2016
MDIA 1007,Digital Platforms,North Terrace Campus,Semester 1,2016
MDIA 1008,Photographic Imaging I,Tea Tree Gully,Semester 2,2016
MDIA 1009,CGI and Visual Effects/Game Art I,Tea Tree Gully,Semester 2,2016
MDIA 1010,Digital Production I,Tea Tree Gully,Semester 2,2016
MDIA 1011,Graphic Design I,Tea Tree Gully,Semester 2,2016
MDIA 2210,CGI and Visual Effects/Game Art II,Tea Tree Gully,Semester 1,2016
MDIA 2211,CGI and Visual Effects/Game Art III,Tea Tree Gully,Semester 2,2016
MDIA 2212,Photographic Imaging II,Tea Tree Gully,Semester 1,2016
MDIA 2213,Photographic Imaging III,Tea Tree Gully,Semester 2,2016
MDIA 2214,Graphic Design II,Tea Tree Gully,Semester 1,2016
MDIA 2215,Graphic Design III,Tea Tree Gully,Semester 2,2016
MDIA 2216,Digital Production II,Tea Tree Gully,Semester 1,2016
MDIA 2217,Digital Production III,Tea Tree Gully,Semester 2,2016
MDIA 2301,Media Policy and Media Law,North Terrace Campus,Semester 2,2016
MDIA 2302,Media Research Methods,North Terrace Campus,Semester 2,2016
MDIA 2306,Media Theory,North Terrace Campus,Semester 1,2016
MDIA 2323,Applied Broadcast Television and Radio Journalism,North Terrace Campus,Winter,2016
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Winter,2016
MDIA 2328,Australian Stories:  Fast Track Video Production,North Terrace Campus,Summer,2016
MDIA 2333,Reporting: Principles and Practice,North Terrace Campus,Semester 2,2016
MDIA 2334,Writing for News Media,North Terrace Campus,Semester 1,2016
MDIA 2335EX,Japanese Media Industries and Cultures,External,Winter,2016
MDIA 2335EX,Japanese Media Industries and Cultures,External,Trimester 2,2016
MDIA 3306,User Experience Design,North Terrace Campus,Semester 2,2016
MDIA 3307,Surveillance and Big Data,North Terrace Campus,Semester 1,2016
MDIA 3310,Professional Practice,North Terrace Campus,Semester 1,2016
MDIA 3311,Media Industry Placement,North Terrace Campus,Semester 1,2016
MDIA 3311,Media Industry Placement,North Terrace Campus,Semester 2,2016
MDIA 3314,Game Art IV,Tea Tree Gully,Semester 1,2016
MDIA 3315,CGI and Visual Effects IV,Tea Tree Gully,Semester 1,2016
MDIA 3316,Photographic Imaging IV,Tea Tree Gully,Semester 1,2016
MDIA 3317,Graphic Design IV,Tea Tree Gully,Semester 1,2016
MDIA 3318,Digital Production IV,Tea Tree Gully,Semester 1,2016
MDIA 3328,News in the Digital Age,North Terrace Campus,Semester 2,2016
MDIA 3329,Transforming Journalism: Adv Reporting Workshop,North Terrace Campus,Semester 1,2016
MDIA 3329,Transforming Journalism: Adv Reporting Workshop,North Terrace Campus,Semester 2,2016
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 2,2016
MDIA 3330,Radio and Online Production and Broadcasting,North Terrace Campus,Semester 1,2016
MDIA 4001,Honours Advanced Media Theory,North Terrace Campus,Semester 1,2016
MDIA 4002,Honours Media Research Methods,North Terrace Campus,Semester 1,2016
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 1,2016
MDIA 4003,Honours Media Thesis,North Terrace Campus,Semester 2,2016
MDIA 4004B,Honours Media Thesis Two Year Final,North Terrace Campus,Semester 1,2016
MDIA 4004B,Honours Media Thesis Two Year Final,North Terrace Campus,Semester 2,2016
MDIA 4100,Honours Advanced Media Theory,North Terrace Campus,Semester 1,2016
MDIA 4200A,Honours Media Thesis Two Year Continuing,North Terrace Campus,Semester 2,2016
